primal_vertex_tag,dual_quadrangle_element_tag,primal_face_index
452,1869,623
452,1870,624
360,1871,624
192,1872,624
341,1873,625
437,1874,625
453,1875,625
341,1876,626
453,1877,626
420,1878,626
380,1879,627
397,1880,627
454,1881,627
454,1882,628
448,1883,628
380,1884,628
455,1885,629
333,1886,629
214,1887,629
214,1888,630
366,1889,630
455,1890,630
456,1891,631
382,1892,631
350,1893,631
350,1894,632
351,1895,632
457,1896,632
457,1897,633
456,1898,633
350,1899,633
413,1900,634
422,1901,634
458,1902,634
458,1903,635
430,1904,635
413,1905,635
459,1906,636
336,1907,636
181,1908,636
181,1909,637
415,1910,637
459,1911,637
460,1912,638
351,1913,638
303,1914,638
303,1915,639
425,1916,639
460,1917,639
372,1918,640
386,1919,640
461,1920,640
462,1921,641
427,1922,641
372,1923,641
372,1924,642
461,1925,642
462,1926,642
463,1927,643
280,1928,643
199,1929,643
199,1930,644
433,1931,644
463,1932,644
464,1933,645
261,1934,645
262,1935,645
262,1936,646
361,1937,646
464,1938,646
393,1939,647
418,1940,647
465,1941,647
465,1942,648
435,1943,648
393,1944,648
466,1945,649
287,1946,649
310,1947,649
310,1948,650
321,1949,650
318,1950,650
310,1951,651
318,1952,651
466,1953,651
467,1954,652
279,1955,652
261,1956,652
261,1957,653
464,1958,653
467,1959,653
468,1960,654
397,1961,654
396,1962,654
396,1963,655
432,1964,655
469,1965,655
469,1966,656
468,1967,656
396,1968,656
153,1969,657
324,1970,657
470,1971,657
470,1972,658
391,1973,658
153,1974,658
227,1975,659
325,1976,659
471,1977,659
471,1978,660
371,1979,660
227,1980,660
468,1981,661
454,1982,661
397,1983,661
472,1984,662
363,1985,662
94,1986,662
94,1987,663
391,1988,663
472,1989,663
473,1990,664
328,1991,664
176,1992,664
176,1993,665
371,1994,665
473,1995,665
386,1996,666
439,1997,666
474,1998,666
474,1999,667
461,2000,667
386,2001,667
259,2002,668
305,2003,668
475,2004,668
475,2005,669
415,2006,669
259,2007,669
476,2008,670
379,2009,670
377,2010,670
477,2011,671
476,2012,671
377,2013,671
377,2014,672
395,2015,672
477,2016,672
478,2017,673
418,2018,673
403,2019,673
403,2020,674
442,2021,674
478,2022,674
345,2023,675
321,2024,675
245,2025,675
436,2026,676
345,2027,676
245,2028,676
319,2029,677
334,2030,677
479,2031,677
479,2032,678
438,2033,678
319,2034,678
480,2035,679
422,2036,679
410,2037,679
410,2038,680
445,2039,680
480,2040,680
251,2041,681
333,2042,681
455,2043,681
455,2044,682
314,2045,682
251,2046,682
346,2047,683
450,2048,683
456,2049,683
346,2050,684
456,2051,684
481,2052,684
481,2053,685
405,2054,685
346,2055,685
482,2056,686
458,2057,686
422,2058,686
422,2059,687
480,2060,687
482,2061,687
483,2062,688
366,2063,688
255,2064,688
255,2065,689
399,2066,689
483,2067,689
484,2068,690
357,2069,690
382,2070,690
456,2071,691
450,2072,691
382,2073,691
382,2074,692
450,2075,692
484,2076,692
485,2077,693
439,2078,693
427,2079,693
427,2080,694
462,2081,694
486,2082,694
486,2083,695
485,2084,695
427,2085,695
487,2086,696
318,2087,696
317,2088,696
317,2089,697
360,2090,697
487,2091,697
488,2092,698
358,2093,698
357,2094,698
357,2095,699
484,2096,699
488,2097,699
489,2098,700
474,2099,700
439,2100,700
439,2101,701
485,2102,701
489,2103,701
490,2104,702
291,2105,702
287,2106,702
287,2107,703
466,2108,703
490,2109,703
211,2110,704
322,2111,704
491,2112,704
491,2113,705
388,2114,705
211,2115,705
492,2116,706
445,2117,706
430,2118,706
430,2119,707
458,2120,707
