primal_vertex_tag,dual_quadrangle_element_tag,primal_face_index
33,1020,340
1007,1021,341
1046,1022,341
1006,1023,341
1017,1024,342
1031,1025,342
99,1026,342
939,1027,343
998,1028,343
987,1029,343
958,1030,344
1021,1031,344
957,1032,344
980,1033,345
1019,1034,345
979,1035,345
1019,1036,346
1035,1037,346
979,1038,346
946,1039,347
1014,1040,347
1008,1041,347
1027,1042,348
1029,1043,348
989,1044,348
964,1045,349
1005,1046,349
976,1047,349
978,1048,350
1029,1049,350
1027,1050,350
961,1051,351
983,1052,351
32,1053,351
953,1054,352
1045,1055,352
991,1056,352
955,1057,353
1031,1058,353
1017,1059,353
34,1060,354
1053,1061,354
109,1062,354
116,1063,355
984,1064,355
117,1065,355
1002,1066,356
1042,1067,356
1016,1068,356
1010,1069,357
1038,1070,357
981,1071,357
1028,1072,358
1034,1073,358
99,1074,358
1014,1075,359
1048,1076,359
1008,1077,359
943,1078,360
1030,1079,360
1001,1080,360
114,1081,361
986,1082,361
115,1083,361
82,1084,362
997,1085,362
951,1086,362
78,1087,363
1034,1088,363
79,1089,363
1006,1090,364
1046,1091,364
952,1092,364
1000,1093,365
1002,1094,365
943,1095,365
31,1096,366
961,1097,366
32,1098,366
91,1099,367
1005,1100,367
942,1101,367
945,1102,368
1052,1103,368
1006,1104,368
949,1105,369
1033,1106,369
1022,1107,369
984,1108,370
1055,1109,370
117,1110,370
968,1111,371
1027,1112,371
989,1113,371
79,1114,372
1034,1115,372
1028,1116,372
982,1117,373
1010,1118,373
981,1119,373
27,1120,374
995,1121,374
28,1122,374
99,1123,375
1034,1124,375
98,1125,375
94,1126,376
993,1127,376
95,1128,376
979,1129,377
1009,1130,377
978,1131,377
999,1132,378
1049,1133,378
940,1134,378
948,1135,379
1043,1136,379
991,1137,379
81,1138,380
1004,1139,380
997,1140,380
944,1141,381
1038,1142,381
1010,1143,381
986,1144,382
1056,1145,382
998,1146,382
1022,1147,383
1033,1148,383
994,1149,383
1021,1150,384
1043,1151,384
948,1152,384
952,1153,385
1005,1154,385
90,1155,385
118,1156,386
992,1157,386
119,1158,386
956,1159,387
1051,1160,387
1002,1161,387
960,1162,388
1050,1163,388
85,1164,388
119,1165,389
1039,1166,389
1,1167,389
110,1168,390
111,1169,390
2,1170,390
5,1171,391
97,1172,391
98,1173,391
85,1174,392
1050,1175,392
86,1176,392
113,1177,393
996,1178,393
950,1179,393
1,1180,394
1039,1181,394
25,1182,394
997,1183,395
1041,1184,395
985,1185,395
962,1186,396
1059,1187,396
92,1188,396
953,1189,397
1048,1190,397
1014,1191,397
996,1192,398
1060,1193,398
950,1194,398
99,1195,399
1031,1196,399
100,1197,399
1026,1198,400
1040,1199,400
28,1200,400
92,1201,401
1059,1202,401
93,1203,401
87,1204,402
1006,1205,402
88,1206,402
25,1207,403
1003,1208,403
26,1209,403
28,1210,404
1040,1211,404
29,1212,404
995,1213,405
1026,1214,405
28,1215,405
950,1216,406
1016,1217,406
990,1218,406
990,1219,407
1042,1220,407
975,1221,407
963,1222,408
1012,1223,408
962,1224,408
979,1225,409
1035,1226,409
1009,1227,409
80,1228,410
1028,1229,410
1004,1230,410
975,1231,411
1056,1232,411
990,1233,411
945,1234,412
1006,1235,412
87,1236,412
100,1237,413
1028,1238,413
99,1239,413
26,1240,414
1003,1241,414
947,1242,414
948,1243,415
991,1244,415
961,1245,415
82,1246,416
951,1247,416
83,1248,416
86,1249,417
945,1250,417
